 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Phosphorus in Ca- P- O- F-Cl- O- H.txt

 Ion = Phosphorus [15] , Mass = 30,974 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 140,00 MeV   3,422E+03  2,432E+00   34,16 um     1,11 um     5572 A   
 150,00 MeV   3,312E+03  2,290E+00   37,13 um     1,18 um     5780 A   
 160,00 MeV   3,209E+03  2,164E+00   40,20 um     1,26 um     5994 A   
 170,00 MeV   3,113E+03  2,052E+00   43,36 um     1,34 um     6215 A   
 180,00 MeV   3,024E+03  1,951E+00   46,62 um     1,42 um     6442 A   
 200,00 MeV   2,861E+03  1,779E+00   53,41 um     1,72 um     6918 A   
 225,00 MeV   2,684E+03  1,603E+00   62,43 um     2,15 um     7550 A   
 250,00 MeV   2,530E+03  1,461E+00   72,02 um     2,54 um     8222 A   
 275,00 MeV   2,395E+03  1,343E+00   82,17 um     2,93 um     8934 A   
 300,00 MeV   2,276E+03  1,243E+00   92,87 um     3,30 um     9685 A   
 325,00 MeV   2,169E+03  1,158E+00  104,12 um     3,67 um     1,05 um  
 350,00 MeV   2,072E+03  1,085E+00  115,91 um     4,04 um     1,13 um  
 375,00 MeV   1,985E+03  1,020E+00  128,23 um     4,40 um     1,22 um  
 400,00 MeV   1,905E+03  9,632E-01  141,08 um     4,77 um     1,31 um  
 450,00 MeV   1,765E+03  8,673E-01  168,35 um     6,14 um     1,49 um  
 500,00 MeV   1,644E+03  7,895E-01  197,70 um     7,43 um     1,70 um  
 550,00 MeV   1,540E+03  7,251E-01  229,11 um     8,66 um     1,91 um  
 600,00 MeV   1,449E+03  6,709E-01  262,57 um     9,88 um     2,14 um  
 650,00 MeV   1,369E+03  6,245E-01  298,07 um    11,10 um     2,38 um  
 700,00 MeV   1,298E+03  5,844E-01  335,56 um    12,31 um     2,64 um  
 800,00 MeV   1,180E+03  5,184E-01  416,35 um    16,82 um     3,18 um  
 900,00 MeV   1,087E+03  4,664E-01  504,64 um    20,98 um     3,77 um  
   1,00 GeV   1,008E+03  4,242E-01  600,18 um    24,98 um     4,40 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  3,1747E-03                keV / (ug/cm2) 
  3,1747E-03                MeV / (mg/cm2) 
  3,1747E+00                keV / (mg/cm2) 
  1,2553E-01                 eV / (1E15 atoms/cm2)
  4,9802E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
