 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> febbraio 02, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Nitrogen in Ca- P- O- F-Cl- O- H.txt

 Ion = Nitrogen [7] , Mass = 14,003 amu

 Target Density =  3,1500E+00 g/cm3 = 7,9660E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ca     20    022,73    038,25   
      P     15    013,64    017,74   
      O      8    054,54    036,65   
      F      9    008,18    006,53   
     Cl     17    000,45    000,67   
      O      8    000,23    000,15   
      H      1    000,23    000,01   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  25,00 MeV   1,576E+03  1,254E+00   14,22 um     4917 A      3896 A   
  27,50 MeV   1,516E+03  1,154E+00   15,84 um     5453 A      4075 A   
  30,00 MeV   1,466E+03  1,070E+00   17,52 um     5975 A      4259 A   
  32,50 MeV   1,411E+03  9,983E-01   19,25 um     6490 A      4449 A   
  35,00 MeV   1,356E+03  9,359E-01   21,06 um     7005 A      4645 A   
  37,50 MeV   1,309E+03  8,812E-01   22,93 um     7520 A      4848 A   
  40,00 MeV   1,265E+03  8,329E-01   24,87 um     8036 A      5058 A   
  45,00 MeV   1,185E+03  7,514E-01   28,95 um     9951 A      5498 A   
  50,00 MeV   1,115E+03  6,851E-01   33,30 um     1,18 um     5967 A   
  55,00 MeV   1,053E+03  6,301E-01   37,91 um     1,35 um     6463 A   
  60,00 MeV   9,982E+02  5,837E-01   42,79 um     1,52 um     6987 A   
  65,00 MeV   9,491E+02  5,440E-01   47,92 um     1,69 um     7538 A   
  70,00 MeV   9,049E+02  5,095E-01   53,31 um     1,86 um     8117 A   
  80,00 MeV   8,285E+02  4,529E-01   64,86 um     2,49 um     9355 A   
  90,00 MeV   7,649E+02  4,080E-01   77,41 um     3,07 um     1,07 um  
 100,00 MeV   7,110E+02  3,716E-01   90,97 um     3,63 um     1,21 um  
 110,00 MeV   6,647E+02  3,415E-01  105,51 um     4,18 um     1,37 um  
 120,00 MeV   6,244E+02  3,161E-01  121,02 um     4,73 um     1,53 um  
 130,00 MeV   5,890E+02  2,943E-01  137,51 um     5,29 um     1,71 um  
 140,00 MeV   5,576E+02  2,755E-01  154,95 um     5,85 um     1,89 um  
 150,00 MeV   5,295E+02  2,591E-01  173,34 um     6,42 um     2,08 um  
 160,00 MeV   5,041E+02  2,446E-01  192,69 um     6,99 um     2,28 um  
 170,00 MeV   4,812E+02  2,317E-01  212,99 um     7,57 um     2,50 um  
 180,00 MeV   4,602E+02  2,201E-01  234,23 um     8,17 um     2,72 um  
 200,00 MeV   4,235E+02  2,003E-01  279,52 um    10,41 um     3,18 um  
 225,00 MeV   3,851E+02  1,803E-01  341,42 um    13,64 um     3,82 um  
 250,00 MeV   3,532E+02  1,640E-01  409,19 um    16,72 um     4,52 um  
 275,00 MeV   3,263E+02  1,505E-01  482,81 um    19,74 um     5,27 um  
 300,00 MeV   3,036E+02  1,392E-01  562,21 um    22,76 um     6,08 um  
 325,00 MeV   2,843E+02  1,295E-01  647,27 um    25,79 um     6,94 um  
 350,00 MeV   2,679E+02  1,212E-01  737,82 um    28,85 um     7,85 um  
 375,00 MeV   2,541E+02  1,139E-01  833,61 um    31,93 um     8,82 um  
 400,00 MeV   2,424E+02  1,074E-01  934,32 um    35,03 um     9,84 um  
 450,00 MeV   2,219E+02  9,657E-02    1,15 mm    46,56 um    12,00 um  
 500,00 MeV   2,039E+02  8,780E-02    1,38 mm    57,33 um    14,35 um  
 550,00 MeV   1,890E+02  8,054E-02    1,64 mm    67,83 um    16,88 um  
